/data/sls/temp/clai24/data/LibriSpeech/train-clean-360
4356/6506/4356-6506-0067.flac	246240
4356/6506/4356-6506-0056.flac	188800
4356/6506/4356-6506-0034.flac	211040
4356/6506/4356-6506-0005.flac	142800
4356/6506/4356-6506-0052.flac	251360
4356/6506/4356-6506-0019.flac	128640
4356/6506/4356-6506-0028.flac	245680
4356/6506/4356-6506-0063.flac	256000
4356/6506/4356-6506-0001.flac	256240
4356/6506/4356-6506-0030.flac	241200
4356/6506/4356-6506-0046.flac	269360
4356/6506/4356-6506-0024.flac	51760
4356/6506/4356-6506-0015.flac	199600
4356/6506/4356-6506-0009.flac	234080
4356/6506/4356-6506-0042.flac	196640
4356/6506/4356-6506-0038.flac	261040
4356/6506/4356-6506-0011.flac	260160
4356/6506/4356-6506-0020.flac	225840
4356/6506/4356-6506-0047.flac	255040
4356/6506/4356-6506-0025.flac	175600
4356/6506/4356-6506-0014.flac	254960
4356/6506/4356-6506-0043.flac	236960
4356/6506/4356-6506-0008.flac	258800
4356/6506/4356-6506-0039.flac	239840
4356/6506/4356-6506-0010.flac	228560
4356/6506/4356-6506-0021.flac	222880
4356/6506/4356-6506-0066.flac	209440
4356/6506/4356-6506-0057.flac	103920
4356/6506/4356-6506-0035.flac	265040
4356/6506/4356-6506-0004.flac	164640
4356/6506/4356-6506-0018.flac	217520
4356/6506/4356-6506-0053.flac	239040
4356/6506/4356-6506-0062.flac	255520
4356/6506/4356-6506-0029.flac	245200
4356/6506/4356-6506-0000.flac	239360
4356/6506/4356-6506-0031.flac	251040
4356/6506/4356-6506-0045.flac	201360
4356/6506/4356-6506-0027.flac	171760
4356/6506/4356-6506-0016.flac	222320
4356/6506/4356-6506-0041.flac	243360
4356/6506/4356-6506-0070.flac	256560
4356/6506/4356-6506-0059.flac	235280
4356/6506/4356-6506-0012.flac	48799
4356/6506/4356-6506-0023.flac	106080
4356/6506/4356-6506-0068.flac	244800
4356/6506/4356-6506-0064.flac	240480
4356/6506/4356-6506-0055.flac	252720
4356/6506/4356-6506-0037.flac	26400
4356/6506/4356-6506-0006.flac	240880
4356/6506/4356-6506-0051.flac	237600
4356/6506/4356-6506-0060.flac	268240
4356/6506/4356-6506-0002.flac	36960
4356/6506/4356-6506-0049.flac	245360
4356/6506/4356-6506-0033.flac	78320
4356/6506/4356-6506-0065.flac	253280
4356/6506/4356-6506-0054.flac	78720
4356/6506/4356-6506-0036.flac	254480
4356/6506/4356-6506-0007.flac	248240
4356/6506/4356-6506-0050.flac	233680
4356/6506/4356-6506-0061.flac	226080
4356/6506/4356-6506-0048.flac	248080
4356/6506/4356-6506-0003.flac	247120
4356/6506/4356-6506-0032.flac	252720
4356/6506/4356-6506-0044.flac	151360
4356/6506/4356-6506-0026.flac	224080
4356/6506/4356-6506-0017.flac	250560
4356/6506/4356-6506-0040.flac	169520
4356/6506/4356-6506-0071.flac	214080
4356/6506/4356-6506-0013.flac	225281
4356/6506/4356-6506-0058.flac	224480
4356/6506/4356-6506-0069.flac	231040
4356/6506/4356-6506-0022.flac	245440
4356/6498/4356-6498-0025.flac	205120
4356/6498/4356-6498-0014.flac	245440
4356/6498/4356-6498-0008.flac	221120
4356/6498/4356-6498-0010.flac	193280
4356/6498/4356-6498-0021.flac	196880
4356/6498/4356-6498-0035.flac	229040
4356/6498/4356-6498-0004.flac	221840
4356/6498/4356-6498-0018.flac	257680
4356/6498/4356-6498-0029.flac	245521
4356/6498/4356-6498-0000.flac	204320
4356/6498/4356-6498-0031.flac	221280
4356/6498/4356-6498-0034.flac	207840
4356/6498/4356-6498-0005.flac	235680
4356/6498/4356-6498-0019.flac	248160
4356/6498/4356-6498-0028.flac	229359
4356/6498/4356-6498-0001.flac	210240
4356/6498/4356-6498-0030.flac	222400
4356/6498/4356-6498-0024.flac	226400
4356/6498/4356-6498-0015.flac	260080
4356/6498/4356-6498-0009.flac	236320
4356/6498/4356-6498-0038.flac	224480
4356/6498/4356-6498-0011.flac	253200
4356/6498/4356-6498-0020.flac	232480
4356/6498/4356-6498-0036.flac	199520
4356/6498/4356-6498-0007.flac	209200
4356/6498/4356-6498-0003.flac	257360
4356/6498/4356-6498-0032.flac	210000
4356/6498/4356-6498-0026.flac	220800
4356/6498/4356-6498-0017.flac	230560
4356/6498/4356-6498-0013.flac	258720
4356/6498/4356-6498-0022.flac	125360
4356/6498/4356-6498-0027.flac	233280
4356/6498/4356-6498-0016.flac	242640
4356/6498/4356-6498-0012.flac	261120
4356/6498/4356-6498-0023.flac	254560
4356/6498/4356-6498-0037.flac	259280
4356/6498/4356-6498-0006.flac	189520
4356/6498/4356-6498-0002.flac	191200
4356/6498/4356-6498-0033.flac	233600
8494/244431/8494-244431-0006.flac	208400
8494/244431/8494-244431-0037.flac	190080
8494/244431/8494-244431-0051.flac	263440
8494/244431/8494-244431-0033.flac	140400
8494/244431/8494-244431-0049.flac	225200
8494/244431/8494-244431-0002.flac	256000
8494/244431/8494-244431-0045.flac	244480
8494/244431/8494-244431-0016.flac	248160
8494/244431/8494-244431-0027.flac	233680
8494/244431/8494-244431-0041.flac	197120
8494/244431/8494-244431-0023.flac	209600
8494/244431/8494-244431-0012.flac	254320
8494/244431/8494-244431-0044.flac	214880
8494/244431/8494-244431-0017.flac	210400
8494/244431/8494-244431-0026.flac	226960
8494/244431/8494-244431-0040.flac	236720
8494/244431/8494-244431-0022.flac	241920
8494/244431/8494-244431-0013.flac	220640
8494/244431/8494-244431-0054.flac	60240
8494/244431/8494-244431-0007.flac	238880
8494/244431/8494-244431-0036.flac	215120
8494/244431/8494-244431-0050.flac	155280
8494/244431/8494-244431-0032.flac	246880
8494/244431/8494-244431-0003.flac	238400
8494/244431/8494-244431-0048.flac	245360
8494/244431/8494-244431-0046.flac	245840
8494/244431/8494-244431-0015.flac	254000
8494/244431/8494-244431-0024.flac	250240
8494/244431/8494-244431-0038.flac	218720
8494/244431/8494-244431-0042.flac	244160
8494/244431/8494-244431-0009.flac	224400
8494/244431/8494-244431-0020.flac	232240
8494/244431/8494-244431-0011.flac	229440
8494/244431/8494-244431-0005.flac	251200
8494/244431/8494-244431-0034.flac	241520
8494/244431/8494-244431-0028.flac	235120
8494/244431/8494-244431-0019.flac	194400
8494/244431/8494-244431-0052.flac	214640
8494/244431/8494-244431-0030.flac	251840
8494/244431/8494-244431-0001.flac	237760
8494/244431/8494-244431-0004.flac	219600
8494/244431/8494-244431-0035.flac	239840
8494/244431/8494-244431-0029.flac	224720
8494/244431/8494-244431-0053.flac	238720
8494/244431/8494-244431-0018.flac	245680
8494/244431/8494-244431-0031.flac	237760
8494/244431/8494-244431-0000.flac	261280
8494/244431/8494-244431-0047.flac	254160
8494/244431/8494-244431-0014.flac	262960
8494/244431/8494-244431-0025.flac	206400
8494/244431/8494-244431-0039.flac	202720
8494/244431/8494-244431-0008.flac	209840
8494/244431/8494-244431-0043.flac	244800
8494/244431/8494-244431-0021.flac	181840
8494/244431/8494-244431-0010.flac	214160
8494/244443/8494-244443-0001.flac	190960
8494/244443/8494-244443-0030.flac	219840
8494/244443/8494-244443-0019.flac	240560
8494/244443/8494-244443-0028.flac	248800
8494/244443/8494-244443-0034.flac	204560
8494/244443/8494-244443-0005.flac	179840
8494/244443/8494-244443-0011.flac	226400
8494/244443/8494-244443-0020.flac	253520
8494/244443/8494-244443-0009.flac	189120
8494/244443/8494-244443-0042.flac	246800
8494/244443/8494-244443-0038.flac	235600
8494/244443/8494-244443-0024.flac	239280
